,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
477,Q291cnNlVHlwZToyMDQxNA==,FILM,10,"This course will focus on the development of film art, technology, and industry in the late 19th and early 20th centuries.",Film History & Form,3.3721343873517786,B+,2,0.9866666666666667,148,150,4.0,CourseType
478,Q291cnNlVHlwZToxOTI1,JAPAN,140,"The course focuses on select masterpieces from the Japanese narrative tradition, including Murasaki Shikibu’s The Tale of Genji (Genji monogatari) and Sei Shonagon’s The Pillow Book (Makura no soshi). ",Heian Prose,3.143333333333333,B,12,0.52,13,25,4.0,CourseType
479,Q291cnNlVHlwZTo0ODU=,ART,119,"This course is designed to explore a range of contemporary art movements around the globe, through a closer look at their central ideas, artists, and artworks, as well as the preconditions and broader social context in which the work is being produced. Topics covered will range from the emergence of localized avant-garde movements in Europe, Asia, Africa, and Latin America to the implicit globalism of the international biennial circuit. ",Global Perspectives in Contemporary Art,3.7298245614035097,A-,6,0.8333333333333334,30,36,4.0,CourseType
480,Q291cnNlVHlwZTo1NDQz,NUC ENG,255,"Computational methods used to analyze nuclear reactor systems described by various differential, integral, and integro-differential equations. Numerical methods include finite difference, finite elements, discrete ordinates, and Monte Carlo. Examples from neutron and photon transport, heat transfer, and thermal hydraulics. An overview of optimization techniques for solving the resulting discrete equations on vector and parallel computer systems. ",Numerical Simulation in Radiation Transport,3.871428571428571,A,1,0.9583333333333334,23,24,3.0,CourseType
481,Q291cnNlVHlwZToxNDI1Nw==,DES INV,98,Directed group study on various topics in design innovation.,Directed Group Study for Undergraduates,,,210,0.0,0,210,1-4,CourseType
482,Q291cnNlVHlwZToyODQy,ESPM,102BL,This laboratory course is designed to introduce students to the major sampling systems used in natural resources and ecology. Field data is collected with various important sampling designs and analyzed. Mean values and confidence intervals are constructed from the data collected in this course. This course must be taken in conjunction with lecture course 102B. ,Laboratory in Natural Resource Sampling,3.344907407407407,B+,19,0.45714285714285713,16,35,2.0,CourseType
483,Q291cnNlVHlwZTo0MDQx,INTEGBI,299,"<Formerly Botany 299, Paleontology 299, Physiology 299, Anatomy 299, Zoology 299.> Credit awarded according to work planned and accomplished. ",Graduate Research,-1.0,,1338,0.03741007194244604,52,1390,1-12,CourseType
484,Q291cnNlVHlwZTo4MjY3,HISTORY,275E,To provide a broad survey of the literature and historiographical problems of the different fields in history. ,Core Courses in the Literature of the Several Fields of History: Latin America,3.9292682926829268,A,1,0.9166666666666666,11,12,4.0,CourseType
485,Q291cnNlVHlwZToxNTg2,COG SCI,198,Seminar for the group study of selected topics. Topics may be initated by students subject to the approval of the major advisor. ,Directed Group Study,-1.0,,13,0.35,7,20,1-4,CourseType
486,Q291cnNlVHlwZTo0NzQ2,MCELLBI,259G,Molecular and cellular aspects of thymocyte differentiation. ,Research Review in Immunology and Pathogenesis: T Cell Development,-1.0,,12,0.2,3,15,2.0,CourseType
487,Q291cnNlVHlwZTo3NDY4,ARCH,249,,Special Topics in the Physical Environment in Buildings,3.8228464419475654,A-,0,1.0,15,15,1-4,CourseType
488,Q291cnNlVHlwZTo3OTUz,ENGIN,26,"Three-dimensional modeling for engineering design.  This course will emphasize the use of CAD on computer workstations as a major graphical analysis and design tool.  Students develop design skills, and practice applying these skills. A group design project, design and fabrication (3D print) of the tower and rotor is required.  Hands-on creativity, teamwork, and effective communication are emphasized.   

",Three-Dimensional Modeling for Design,3.615623770169225,A-,1,0.99375,159,160,2.0,CourseType
489,Q291cnNlVHlwZTo4Mjc1,HISTORY,280F,For precise schedule of offerings see department catalog during pre-enrollment week each semester. ,Advanced Studies: Sources/General Literature of the Several Fields: Asia,3.9175000000000004,A,0,1.0,15,12,4.0,CourseType
490,Q291cnNlVHlwZToxNjkx,CY PLAN,190,Analysis of selected topics in urban studies. Topics vary by semester.,Advanced Topics in Urban Studies,3.613705583756345,A-,0,1.0,10,10,1-4,CourseType
491,Q291cnNlVHlwZTo0Nzk=,ART,26,"A practical and critical introduction to moving image media, focusing primarily on independent and experimental film and video art. Students learn video production and post-production and are introduced to key moments and concepts in moving image history and criticism. Course instruction includes basic camera operations, sound recording, and lighting, as well as basic editing, compression, and dissemination formats. Solo and group assignments are completed, and group critiques of class projects train students to recognize and discuss the formal, technical, critical and historical dimensions of their works. Weekly readings in philosophy, critical theory, artist statements and literature are assigned. ",Moving Image: Foundations,3.695121951219513,A-,2,0.8888888888888888,16,18,4.0,CourseType
492,Q291cnNlVHlwZToxNDc2,CIV ENG,297,Supervised experience in off-campus companies relevant to specific aspects and applications of civil and environmental engineering. Written report required at the end of the semester. Course does not satisfy unit or residence requirements for a master's or doctoral degree. ,Field Studies in Civil and Environmental Engineering,-1.0,,0,1.0,1,1,1-12,CourseType
493,Q291cnNlVHlwZToxODIy,CHINESE,101,"The course is designed to assist students to reach the advanced-mid level on language skills and to enhance their intercultural competence. Students read the works of famous Chinese writers. Movie adaptations of these writings are also used. In addition to reading and seeking out information, students experience readings by interpreting and constructing meanings and evaluate the effect of the language form choice.",Fourth-Year Chinese Readings: Literature,3.782441113490364,A-,4,0.8181818181818182,18,22,4.0,CourseType
494,Q291cnNlVHlwZToxMTg2NA==,POL SCI,109E,See department web site for specific course offerings. ,Special Topics in American Politics,3.6,A-,0,1.0,108,108,4.0,CourseType
495,Q291cnNlVHlwZToyMTQ3Mg==,ENGIN,183A,"This lecture series serves as an entry point for undergraduate and graduate curriculum sequences in entrepreneurship and innovation.  The series, established in 2005, is named in honor of A. Richard Newton, a visionary technology industry leader and late dean of the University of California Berkeley College of Engineering.   The course features a selection of high-level industry speakers who share their insights on industry developments, leadership, and innovation based on their careers. ",A. Richard Newton Lecture Series,-1.0,,1,0.9957627118644068,235,236,1.0,CourseType
496,Q291cnNlVHlwZToxMzk=,AFRICAM,139,Topics will vary each semester. ,Selected Topics of African American Social Organization and Institutions,3.515151515151516,A-,4,0.8666666666666667,26,30,1-4,CourseType
497,Q291cnNlVHlwZToyNzI3,ENV DES,198,"This is a special topics course intended to fulfill the individual interests of students, and provide a vehicle for professors to instruct students based on new and innovative developments in the field of environmental design. ",Directed Group Study,-1.0,,6,0.6,9,15,1-4,CourseType
498,Q291cnNlVHlwZTo5MTgx,RUSSIAN,1,Beginner's course. ,Elementary Russian,3.6872262773722624,A-,1,0.9444444444444444,17,18,5.0,CourseType
499,Q291cnNlVHlwZTo2MTYw,POL SCI,210,See departmental announcements. Topic will vary with instructor. ,Selected Topics in Comparative Politics,3.8774647887323943,A,30,0.3333333333333333,15,45,4.0,CourseType
500,Q291cnNlVHlwZToxNjU5,COM LIT,250,Comparative investigation of a topic in the theory of literature. ,Studies in Literary Theory,3.97037037037037,A,7,0.5333333333333333,8,15,4.0,CourseType
501,Q291cnNlVHlwZToyNzE5,ENV DES,106,"This course asks students to reflect back, reviewing the various disciplinary approaches introduced toward sustainability and to look forward by proposing interdisciplinary ways to affect the environment. Each year will be organized around a theme and project advanced by the faculty of the College. The workshop will require independent as well as collaborative research often in partnership with an external 'client' organization. ",Sustainable Environmental Design Workshop,3.5454545454545454,A-,1,0.96,24,25,4.0,CourseType
502,Q291cnNlVHlwZTo0MTk0,LD ARCH,1,"This introductory studio course is open to all undergraduate students in the University, who want to investigate the process of drawing as a method to learn how to perceive, observe and represent the environment.  This studio will encourage visual thinking as a formative tool for problem solving that provides a means to envision a sustainable future.  The focus will be on the critical coordination between hand, mind and idea.",Drawing a Green Future: Fundamentals of Visual Representation and Creativity,3.804230118443317,A-,7,0.7666666666666667,23,30,4.0,CourseType
503,Q291cnNlVHlwZToyMDc0OQ==,CMPBIO,275,This seminar course will cover a wide range of topics in the field of computational biology.  The main goals of the course are to expose students to cutting edge research in the field and to prepare students for engaging in academic discourse with seminar speakers - who are often leaders in their fields.  A selected number of class meetings will be devoted to the review of scientific papers published by upcoming seminar speakers and the other class meetings will be devoted to discussing other related articles in the field.  The seminar will expose students to both the breadth and highest standards of current computational biology research.  ,Computational Biology Seminar/Journal Club,-1.0,,6,0.7,14,20,1.0,CourseType
504,Q291cnNlVHlwZTo3MDg=,BIO ENG,299,Investigations of advanced problems in bioengineering. ,Individual Study or Research,-1.0,,882,0.08601036269430051,83,965,1-12,CourseType
505,Q291cnNlVHlwZToxMzQ1MQ==,"A,RESEC",239,"Presentation and criticism of ongoing research by faculty, staff, and students. Not necessarily offered every semester. ",Markets and Trade Workshop,-1.0,,37,0.17777777777777778,8,45,1.0,CourseType
506,Q291cnNlVHlwZToyMTkwOA==,JEWISH,110,"This course is designed primarily to allow faculty to develop focused interdisciplinary courses which address specific issues, themes, or problems in American Jewish politics, culture, and society. Topics may vary from semester to semester. Students should consult the department's webpage for current offerings before the start of the semester.",Special Topics in American Jewish Studies,3.8083333333333336,A-,21,0.4,14,35,3-4,CourseType
507,Q291cnNlVHlwZTo0OTIw,MEC ENG,298,"Advanced studies in various subjects through special seminars on topics to be selected each year. Informal group studies of special problems, group participation in comprehensive design problems, or group research on complete problems for analysis and experimentation. ","Group Studies, Seminars, or Group Research",4.0,A,1260,0.045454545454545456,60,1320,1-8,CourseType
508,Q291cnNlVHlwZTo2MTMw,POL SCI,169,See departmental announcements. ,Selected Topics in Political Behavior,3.5927835051546384,A-,0,1.0,54,54,4.0,CourseType
509,Q291cnNlVHlwZTo0NDY2,MATH,32,"Polynomial and rational functions, exponential and logarithmic functions, trigonometry and trigonometric functions. Complex numbers, fundamental theorem of algebra, mathematical induction, binomial theorem, series, and sequences. ",Precalculus,2.963520540821633,B,45,0.55,55,100,4.0,CourseType
510,Q291cnNlVHlwZTozMTA0,FRENCH,121B,"Topics vary from year to year. Past topics have included ""litterature fantastique,"" science fiction, autobiography, French lyric poetry. ","Literary Themes, Genres, and Structures",3.7111111111111112,A-,16,0.2,4,20,4.0,CourseType
511,Q291cnNlVHlwZToxNDEw,CIV ENG,221,"Theory, modeling, and computation for analysis of structures with material and geometric nonlinearities. Sources of nonlinearity. Solution strategies for static and dynamic loads. Modeling of inelastic materials and members. P-delta and large deformation theory. Analysis of stability. Practical applications. ",Nonlinear Structural Analysis,3.428654970760234,B+,14,0.8181818181818182,63,77,3.0,CourseType
512,Q291cnNlVHlwZTo5MTY5,RHETOR,119,"Studies in the history and theory of the rhetorics of place, space, and sites. ",Rhetorical Places,3.6397959183673474,A-,1,0.9166666666666666,11,12,4.0,CourseType
513,Q291cnNlVHlwZTo2ODU2,SOC WEL,250X,"This practice-oriented course will teach graduate level social work students how to engage, assess, and intervene effectively with individuals, families, and children impacted by intimate partner violence. We will review the scope, impact, and causes of the problem; relevant screening and assessment skills; effective clinical intervention paradigms and techniques for victims, perpetrators, and children; and future directions. Significant time will be devoted to examining this problem in disadvantaged and diverse populations and, identifying emotional coping strategies for the developing clinician. ",Domestic Violence: Assessment and Intervention,3.9126984126984126,A,2,0.95,38,40,2.0,CourseType
514,Q291cnNlVHlwZToyMTA0Ng==,MELC,180,"The course introduces students to Quran and to methods of its interpretation, as adopted in the exegetical (tafsir) literature. In addition to being exposed to secondary academic literature on the Quran and its exegesis, students will be offered a high dose of primary exegetical texts in translation. Passages from a number of periods and denominations will be selected, so that students may develop an appreciation of the interpretive range of a constantly-evolving tradition. ",The Quran and Its Interpretation,3.8086206896551724,A-,0,1.0,80,80,4.0,CourseType
515,Q291cnNlVHlwZToyMTUwOA==,BIO ENG,C242,"An introduction to mathematical optimization, statistical models, and advances in machine learning for the physical sciences. Machine learning prerequisites are introduced including local and global optimization, various statistical and clustering models, and early meta-heuristic methods such as genetic algorithms and artificial neural networks. Building on this foundation, current machine learning techniques are covered including deep learning artificial neural networks, Convolutional neural networks, Recurrent and long short term memory (LSTM) networks, graph neural networks, decision trees.","Machine Learning, Statistical Models, and Optimization for Molecular Problems",-1.0,,0,1.0,10,10,4.0,CourseType
516,Q291cnNlVHlwZTo4MDg1,EUST,201,"This course engages with a reflection on European institutions and social conflicts, either from a historical and/or contemporary perspective. It provides a critical explanatory analysis of issues relating to European Institutions such as the EU Commission, Council, Parliament and Court of Justice, the European Central Bank, the European Investment Bank, the Organization for Security and Co-operation in Europe, as well as general issues relating to the European economy and/or social and political conflicts within Europe. ",European Institutions and Social Conflicts,-1.0,,2,0.3333333333333333,1,3,4.0,CourseType
517,Q291cnNlVHlwZToyMzgx,COMPSCI,C281B,"Recent topics include: Graphical models and approximate inference algorithms. Markov chain Monte Carlo, mean field and probability propagation methods. Model selection and stochastic realization. Bayesian information theoretic and structural risk minimization approaches. Markov decision processes and partially observable Markov decision processes. Reinforcement learning. ",Advanced Topics in Learning and Decision Making,3.9130136986301367,A,5,0.6666666666666666,10,15,3.0,CourseType
518,Q291cnNlVHlwZTo4ODc4,NUSCTX,296C,Review of current literature and discussion of original research. ,Research Review in Nutritional Sciences and Toxicology,-1.0,,1,0.0,0,1,2.0,CourseType
519,Q291cnNlVHlwZToxNDQwNA==,INTEGBI,77B," Each week a different Integrative Biology faculty member will give a one hour lecture on how their research field contributes to our understanding of human biology. The integration of the disciplines of evolution, ecology, paleontology, comparative physiology, and comparative anatomy in the study of how humans function in ecosystems illuminates our understanding of human biology. During each presentation, the faculty member will also inform students about IB courses they teach, research in their lab, and which Berkeley Natural History Museum they may be affiliated with. This course gives undergraduates an opportunity to learn about the spectrum of research and courses offered by the different IB faculty. ",Integrative Human Biology,-1.0,,2,0.9919028340080972,245,247,1.0,CourseType
520,Q291cnNlVHlwZToyODE1,EPS,290,Topics will be announced each semester. ,Seminar,3.966949152542373,A,209,0.10300429184549356,24,233,1-6,CourseType
521,Q291cnNlVHlwZToyNDc5,EL ENG,230A,"Overview of electronic properties of semiconductors. Metal-semiconductor contacts, pn junctions, bipolar transistors, and MOS field-effect transistors. Properties that are significant to device operation for integrated circuits. Silicon device fabrication technology. ",Integrated-Circuit Devices,3.7845132743362835,A-,0,1.0,17,17,4.0,CourseType
522,Q291cnNlVHlwZTo2ODE2,SOC WEL,199,Enrollment is restricted by regulations specified in the <General Catalog.> ,Supervised Independent Study and Research,-1.0,,4,0.6,6,10,1-3,CourseType
523,Q291cnNlVHlwZToxMTk5Mg==,POL SCI,123L,See department web site for specific course offerings. ,Special Topics in International Relations,3.5844444444444448,A-,0,1.0,54,54,4.0,CourseType
524,Q291cnNlVHlwZTo5NTMx,PHYSICS,5BL,"Part one of a two-semester laboratory sequence to introduce students to experimental physics and prepare them for research. Covers a variety of modern and historical experiments, emphasizing data analysis, clear scientific communication, and development of skills on modern equipment. Successor to the Physics H7 series.",Introduction to Experimental Physics I,3.83384401114206,A-,7,0.9270833333333334,89,96,2.0,CourseType
525,Q291cnNlVHlwZToxNDkxNA==,PB HLTH,237C,"The Health Policy Research Colloquium series is a program of empirical research seminars focused on the most important issues facing patients, providers health care plans, purchases, and policymakers today. It provides an opportunity for Health Policy doctoral students across all stages of completion to meet regularly, analyse and critique ongoing research, and participate in stimulating discussions with faculty and guest speakers. Students are required to register for and attend the Health Policy Research Colloquium during their first two years of their PhD training.",Health Policy Research Colloquium,-1.0,,8,0.4666666666666667,7,15,1.0,CourseType
526,Q291cnNlVHlwZTo2MDc5,POL SCI,106A,"An inside look at how political campaigns operate from the viewpoint of the media, taught by the people who run them. Class material will be directed towards students who are interested in direct involvement in campaign politics or who are looking for a greater understanding of the political process. Students will be required to develop a complete written campaign strategy document in order to fulfill class requirements. Students will be expected to follow political and campaign news via the media and be prepared to discuss those developments in class. ",American Politics: Campaign Strategy - Media,3.5678545454545456,A-,0,1.0,40,40,4.0,CourseType
527,Q291cnNlVHlwZToxMDk5,XMBA,252,"A study of the negotiations process, including negotiations among buyers and sellers, managers and subordinates, company units, companies and organizational agencies, and management and labor. Both two-party and multi-party relations are covered. Course work includes readings, lectures, and discussion of case material and simulations of real negotiations. A key focus of this course is the role of third parties in resolving disputes. ",Managerial Negotiations,3.513654618473895,A-,954,0.04504504504504504,45,999,2.0,CourseType
528,Q291cnNlVHlwZToxNTgz,COG SCI,190,Selected topics in the study of Cognitive Science. ,Special Topics in Cognitive Science,3.5106044538706254,A-,27,0.6029411764705882,41,68,3.0,CourseType
529,Q291cnNlVHlwZTozNTcy,HISTORY,100S,"This course is designed to engage students in conversations about particular perspectives on the history of a selected nation, region, people, culture, institution, or historical phenomenon as specified by the respective instructor. By taking this course, students will come to understand, and develop an appreciation for, some combination of: the origins and evolution of the people, cultures, and/or political, economic, and/or social institutions of a particular region(s) of the world. They may also explore how human encounters shaped individual and collective identities and the complex political, economic, and social orders of the region/nation/communities under study. Instructors and subject will vary.",Special Topics in the History of Science,3.6828402366863906,A-,0,1.0,48,48,4.0,CourseType
530,Q291cnNlVHlwZToyMDk2NQ==,MELC,H195,Directed study centered upon preparation of an honors thesis. ,Senior Honors,-1.0,,4,0.2,1,5,2-4,CourseType
531,Q291cnNlVHlwZTo1Nzg2,PB HLTH,257,"This course will teach students why and how clusters of illnesses/epidemics are investigated. Methods and approaches required for such investigations will be discussed in detail, using published articles from the scientific literature to provide examples. ",Outbreak Investigation,-1.0,,11,0.725,29,40,2.0,CourseType
532,Q291cnNlVHlwZToxMDIz,UGBA,101A,"Economic analysis applicable to the problems of business enterprises with emphasis on the determination of the level of prices, outputs, and inputs; effects of the state of the competitive environment on business and government policies. ",Microeconomic Analysis for Business Decisions,3.2553962900505904,B+,7,0.9730769230769231,253,260,3.0,CourseType
533,Q291cnNlVHlwZToyMDQ1Mg==,COG SCI,181,"This class is on the cognitive unconsciousness.   This is the unconscious mind from a cognitive science point of view rather than one from psychoanalysis (though we will briefly touch on the psychoanalytic notions of the unconscious to clarify the distinction).  The basic guide will be asking whether there is explanatory value to explaining human behavior with mental states or events that are not conscious to the person who has them.  We say, for example, that a person flinched because they felt pain.  Pain is a mental state that can explain the behavior (the flinch) of the person.  Are there good reasons to think that some behaviors are explained by unconscious mental states?  Cognitive science provides a strong reason to believe we can an",The Cognitive Unconscious,2.8666666666666667,B,16,0.8,64,80,3.0,CourseType
534,Q291cnNlVHlwZTo1OTQ2,PHYSICS,151,Topics vary from semester to semester. The subject matter level and scope of the course are such that it is acceptable as the required elective course in the Physics major. See Department of Physics course announcements. ,Elective Physics: Special Topics,3.6381924198250726,A-,0,1.0,86,86,3.0,CourseType
535,Q291cnNlVHlwZTo0NTg3,MCELLBI,15,"Students in this course will critically examine modern methods of biological investigations and their social implications. Relevant literature will be used to present basic biological concepts that address the cultural, technological and health aspects of current topics in the biological sciences. Designing and evaluating scientific questions will be stressed. ",Current Topics in the Biological Sciences,3.8207605344295996,A-,0,-1.0,87,0,2.0,CourseType
536,Q291cnNlVHlwZToxMTE4OQ==,ETH STD,250,"A seminar course designed to involve Ethnic Studies students directly in the research process. Emphasis on examination and analysis of primary sources, methodology, and the development of theoretical constructs. A major research paper is required. ",Research Seminar: Selected Issues and Topics,3.8911764705882357,A,12,0.4782608695652174,11,23,4.0,CourseType
537,Q291cnNlVHlwZTo3MDg4,STAT,135,"A comprehensive survey course in statistical theory and methodology. Topics include descriptive statistics, maximum likelihood estimation, non-parametric methods, introduction to optimality, goodness-of-fit tests, analysis of variance, bootstrap and computer-intensive methods and least squares estimation. The laboratory includes computer-based data-analytic applications to science and engineering. ",Concepts of Statistics,2.8444707553871647,B-,0,1.0,152,152,4.0,CourseType
538,Q291cnNlVHlwZToyMTM1Ng==,PHDBA,239FC,"Introduction and guide to issues in empirical asset pricing. Students learn key features of asset-price behavior and study how researchers test various theoretical models from finance and economics, focusing on advantages and disadvantages of research designs. Intuition behind practical econometric tools is developed and applied to asset pricing questions. By critically evaluating research, students determine which characteristics of an empirical paper influence the finance profession.",Empirical Asset Pricing,3.6500000000000004,A-,19,0.2692307692307692,7,26,3.0,CourseType
539,Q291cnNlVHlwZTo0NTEw,MATH,185,"Analytic functions of a complex variable. Cauchy's integral theorem, power series, Laurent series, singularities of analytic functions, the residue theorem with application to definite integrals. Some additional topics such as conformal mapping. ",Introduction to Complex Analysis,2.9825432656132427,B,5,0.9791666666666666,235,240,4.0,CourseType
540,Q291cnNlVHlwZTo3NDA4,ANTHRO,250R,,Seminars in Social and Cultural Anthropology: Dissertation Writing,3.9823529411764707,A,2,0.8333333333333334,10,12,4.0,CourseType
541,Q291cnNlVHlwZTo3MTc5,THEATER,145,"Continued study of African dance found within Hip Hop and African American dance genres. Continued, and deepening, focus on footwork/patterns, articulation of spine/isolations, rhythmic structures, dynamic movement qualities, and the historical, political, spiritual, and social aspects of these forms.
 
",Intermediate African Dance in Hip Hop,3.7426229508196722,A-,1,0.9666666666666667,29,30,3.0,CourseType
542,Q291cnNlVHlwZToyMTc2MA==,PB HLTH,W290A,A discussion of current developments and issues in public health of interest to graduate students of the department as a whole. Content varies from semester to semester depending upon current issues and interests. ,Public Health Short Seminar,-1.0,,0,1.0,36,35,1-4,CourseType
543,Q291cnNlVHlwZToyMjA0OA==,PB HLTH,110A,"An anti-racist approach to introduce students to the topic of Maternal, Child & Adolescent Health (MCAH) and to the various social and political factors that influence its current role within public health. This introductory course utilizes content from a diverse range of areas including community health, reproductive health, policy, psychology, and pediatrics. The course begins with an overview of the public health field and builds by reviewing the history of MCAH. It will then follow a life-course format, studying the roles of existing policies and public health programs in maternal and perinatal health, as well as
in the pivotal developmental stages of infancy, childhood, and adolescence.","Introduction to Maternal, Child and Adolescent Health (MCAH)",-1.0,,5,0.875,35,40,3.0,CourseType
544,Q291cnNlVHlwZTozMDgx,FRENCH,4,"Advanced training in listening, reading, writing, and speaking French. Review and refinement of grammar. ",Advanced Intermediate French,3.6000498753117203,A-,10,0.8245614035087719,47,57,5.0,CourseType
545,Q291cnNlVHlwZTo3ODQ0,ECON,221,,Seminar in Industrial Organization:  Regulation and Public Enterprise,4.0,A,5,0.8,20,25,3.0,CourseType
546,Q291cnNlVHlwZToyMjE0Nw==,PB HLTH,C150E,"This course will focus on the history, research methods and practices aimed at promoting community and urban health. The course will offer students frameworks for understanding and addressing inequities in community health experienced by racial and ethnic groups in the United States. The course will take a historical and comparative perspective for understanding the multiple contributors to health and disease in communities and how residents, scientists and professionals are working to improve community health.
",Urban and Community Health,-1.0,,5,0.9791666666666666,235,240,3.0,CourseType
547,Q291cnNlVHlwZTozMDE=,ANTHRO,162,Special topics in folklore or ethno-musicology. ,Topics in Folklore,3.6757352941176467,A-,0,1.0,48,48,4.0,CourseType
548,Q291cnNlVHlwZToyNzQz,EPS,C12,"A tour of the planets and moons of the solar system, and an introduction to their internal structures, atmospheres, and surface features. Processes that form planets and act continually to change them (e.g., earthquakes, volcanoes, giant impacts) are discussed, as are comets, asteroids, rings, and life. Information gained from recent spacecraft missions is highlighted. Intended for non science majors. ",The Planets,3.22570850202429,B+,7,0.8833333333333333,53,60,3.0,CourseType
549,Q291cnNlVHlwZTo0Nzky,MEC ENG,104,"This course is an introduction to the dynamics of particles and rigid bodies. The material, based on a Newtonian formulation of the governing equations, is illustrated with numerous examples ranging from one-dimensional motion of a single particle to planar motions of rigid bodies and systems of rigid bodies. ",Engineering Mechanics II,2.968762993762994,B,3,0.9851485148514851,199,202,3.0,CourseType
550,Q291cnNlVHlwZToyMDY3NA==,DATA,C8,"Foundations of data science from three perspectives: inferential thinking, computational thinking, and real-world relevance. Given data arising from some real-world phenomenon, how does one analyze that data so as to understand that phenomenon? The course teaches critical concepts and skills in computer programming and statistical inference, in conjunction with hands-on analysis of real-world datasets, including economic data, document collections, geographical data, and social networks. It delves into social and legal issues surrounding data analysis, including issues of privacy and data ownership.",Foundations of Data Science,3.353729802281761,B+,0,1.0,1510,1500,4.0,CourseType
551,Q291cnNlVHlwZTo2ODg4,SOCIOL,5,"A review of methodological problems in assessing data relating to social life. Topics to be covered include: posing a sociological problem, gaining access to data, measuring, establishing correlation and causal connection among data, and relating data to theoretical context. ",Evaluation of Evidence,3.322274077216801,B+,35,0.8541666666666666,205,240,4.0,CourseType
552,Q291cnNlVHlwZTo3NDAx,ANTHRO,230,,Special Topics in Archaeology,3.902061855670103,A,2,0.75,6,8,4.0,CourseType
553,Q291cnNlVHlwZTo1MTQx,MUSIC,220,A specialized course in musical criticism. The topic will change each time the course is offered. ,Topics in Music History and Criticism,3.8633333333333337,A,19,0.36666666666666664,11,30,4.0,CourseType
554,Q291cnNlVHlwZTo2Mjgy,PSYCH,130,"Theoretical and empirical approaches to the explanation of psychological dysfunction. The relation between theories of psychopathology and theories of intervention. A critical evaluation of the effects of individual, family, and community approaches to therapeutic and preventive intervention. Thematic focus of the course may change from year to year. See department notices for details. ",Clinical Psychology,3.458021536776784,B+,0,1.0,73,73,3.0,CourseType
555,Q291cnNlVHlwZTo3NDQ=,BUDDSTD,C220,"Content varies with student interests. The course will normally focus on classical Buddhist texts that exist in multiple recensions and languages, including Chinese, Sanskrit, and Tibetan. ",Seminar in Buddhism and Buddhist Texts,3.972727272727273,A,4,0.6,6,10,2-4,CourseType
556,Q291cnNlVHlwZTo0MDkz,ITALIAN,120,"Three hours of lectures, readings, and discussion per week on major authors, themes, and movements in Italian literature. ",Topics in Italian Studies,3.806868131868132,A-,7,0.5882352941176471,10,17,4.0,CourseType
557,Q291cnNlVHlwZTo4MTk0,HEBREW,20B,"This course is the second semester of the intermediate level of Modern Hebrew. The course
continues where Intermediate Hebrew 20A left off and further cultivates students’ speaking,reading, listening, and writing proficiencies in Modern Hebrew. It expands on vocabulary and expressions, allowing students to hold colloquial conversations as well as discussion on more sophisticated topics. The course complements the first semester of intermediate Hebrew and together the two semesters provide students with a profound foundation of Hebrew grammar and syntax as well as an expansive vocabulary, preparing them to engage with Hebrew in most contexts.",Intermediate Hebrew,-1.0,,13,0.2777777777777778,5,18,5.0,CourseType
558,Q291cnNlVHlwZTozMjUw,GEOG,295,Invited lectures on current research and field work. ,Geography Colloquium,-1.0,,41,0.31666666666666665,19,60,1.0,CourseType
559,Q291cnNlVHlwZTozMjc3,GERMAN,1,"This introduction to the German language focuses on the development of basic communicative competencies (spoken and written) while sensitizing students to the links between language and culture. Students will be able to understand and use high frequency vocabulary and basic grammatical structures and engage with a broad variety of texts from various genres, including poetry, news reports, songs, and the visual arts.",Elementary German 1,3.5613149847094796,A-,5,0.8611111111111112,31,36,5.0,CourseType
560,Q291cnNlVHlwZTo0Mw==,ENVECON,161,"The roots of environmental and resource economics. Theories of land and resource rent. Models of optimal use of renewable and nonrenewable resources with applications to energy and timber. Balancing environmental and extractive values. Resources, growth, and sustainability. Special topic: the problem of global climate change. ",Advanced Topics in Environmental and Resource Economics,3.3053333333333335,B+,62,0.225,18,80,4.0,CourseType
561,Q291cnNlVHlwZTo4ODg1,NUSCTX,296J,Review of current literature and discussion of original research. ,Research Review in Nutritional Sciences and Toxicology,-1.0,,5,0.0,0,5,2.0,CourseType
562,Q291cnNlVHlwZToyMDU3Mg==,SASIAN,110,"The course will provide through lecture, discussion and course readings a comprehensive introduction to the major texts, doctrines, beliefs and practices of classical Hinduism from antiquity to modernity. Special emphasis will be placed on Vedic and Āgamic traditions and on the rise and development of the major Hindu saṃpradāyas, including those of Vaiṣṇavism, Śaivism, Śaktism and Tantrism. Attention will be paid to Hinduism's relationships with non Hindu traditions of South Asia, the rise of political Hinduism and Hinduism in the Indian Diaspora.",Introduction to Hinduism,-1.0,,0,1.0,30,30,4.0,CourseType
563,Q291cnNlVHlwZTo0NjY3,MCELLBI,218H,The mechanism of protein synthesis in bacteria and human cells. Specific areas of interest include the structure and function of the ribosome and the regulation of protein synthesis. ,Research Review in Biochemistry and Molecular Biology: Protein Synthesis in Bacteria and Mammals,-1.0,,18,0.1,2,20,2.0,CourseType
